Request Number,Response Time
1,0.6582686901092529
2,0.626854658126831
3,0.6482222080230713
4,0.5901446342468262
5,0.5898106098175049
6,0.6808905601501465
7,0.5520761013031006
8,0.6134438514709473
9,0.5698058605194092
10,0.5619025230407715
11,0.6042129993438721
12,0.5761878490447998
13,0.6024439334869385
14,0.5798182487487793
15,0.5850920677185059
16,0.608126163482666
17,0.574336051940918
18,0.5644171237945557
19,0.6159982681274414
20,0.5997731685638428
21,0.5403039455413818
22,0.5324187278747559
23,0.5709524154663086
24,0.5454106330871582
25,0.5750095844268799
26,0.5733270645141602
27,0.5568680763244629
28,0.5413227081298828
29,0.5487258434295654
30,0.5744476318359375
31,0.5725677013397217
32,0.5355794429779053
33,0.5322635173797607
34,0.5550119876861572
35,0.5663273334503174
36,0.524085283279419
37,0.5583064556121826
38,0.565018892288208
39,0.5428900718688965
40,0.5006439685821533
41,0.5291833877563477
42,0.5325820446014404
43,0.537299633026123
44,0.6536445617675781
45,0.5618770122528076
46,0.5280301570892334
47,0.5321338176727295
48,0.5338973999023438
49,0.5316178798675537
50,0.534125566482544
51,0.5659852027893066
52,0.5817744731903076
53,0.5338394641876221
54,0.5585238933563232
55,0.5378901958465576
56,0.5483512878417969
57,0.5565183162689209
58,0.5524249076843262
59,0.5244507789611816
60,0.5315558910369873
61,0.5604517459869385
62,0.5580193996429443
63,0.6748499870300293
64,0.5703401565551758
65,0.5160665512084961
66,0.5501163005828857
67,0.5150947570800781
68,0.5606372356414795
69,0.5414676666259766
70,0.5326535701751709
71,0.5814096927642822
72,0.5342988967895508
73,0.5531213283538818
74,0.5631494522094727
75,0.573836088180542
76,0.5545578002929688
77,0.5328562259674072
78,0.5773494243621826
79,0.5746660232543945
80,0.6462466716766357
81,0.5488145351409912
82,0.5357010364532471
83,0.5316624641418457
84,0.5151724815368652
85,0.5308077335357666
86,0.530205249786377
87,0.5346236228942871
88,0.535552978515625
89,0.5408535003662109
90,0.6267497539520264
91,0.5053632259368896
92,0.5581684112548828
93,0.6094872951507568
94,0.523155689239502
95,0.55291748046875
96,0.5099747180938721
97,0.5346133708953857
98,0.531566858291626
99,0.5494751930236816
100,0.6836743354797363
