Request Number,Response Time
1,0.16401338577270508
2,0.06558036804199219
3,0.06711411476135254
4,0.059439897537231445
5,0.0700066089630127
6,0.06671643257141113
7,0.06454873085021973
8,0.06514358520507812
9,0.06575822830200195
10,0.06647920608520508
11,0.06679439544677734
12,0.06331110000610352
13,0.06555938720703125
14,0.04812479019165039
15,0.06743550300598145
16,0.06739377975463867
17,0.0677042007446289
18,0.06452155113220215
19,0.06667613983154297
20,0.06372284889221191
21,0.0671846866607666
22,0.06739640235900879
23,0.058016300201416016
24,0.056717872619628906
25,0.061194419860839844
26,0.05254673957824707
27,0.06701064109802246
28,0.071685791015625
29,0.061748504638671875
30,0.06426095962524414
31,0.06869292259216309
32,0.06435751914978027
33,0.06245565414428711
34,0.046884775161743164
35,0.050997257232666016
36,0.04747319221496582
37,0.050108909606933594
38,0.049695491790771484
39,0.05276632308959961
40,0.06533098220825195
41,0.0655202865600586
42,0.050347089767456055
43,0.0590059757232666
44,0.056273698806762695
45,0.06571316719055176
46,0.04580521583557129
47,0.05078268051147461
48,0.04937553405761719
49,0.04892420768737793
50,0.044777870178222656
51,0.05471205711364746
52,0.04767107963562012
53,0.05098915100097656
54,0.04864358901977539
55,0.04943680763244629
56,0.04877042770385742
57,0.052590131759643555
58,0.04816436767578125
59,0.042848825454711914
60,0.05703377723693848
61,0.05251765251159668
62,0.06638193130493164
63,0.06427526473999023
64,0.06944465637207031
65,0.05895519256591797
66,0.04961562156677246
67,0.04675102233886719
68,0.048423051834106445
69,0.05100536346435547
70,0.037337303161621094
71,0.06291341781616211
72,0.04663658142089844
73,0.053409576416015625
74,0.045461177825927734
75,0.05469155311584473
76,0.06702184677124023
77,0.0650794506072998
78,0.0668027400970459
79,0.060167551040649414
80,0.05075335502624512
81,0.049494266510009766
82,0.04799365997314453
83,0.05085635185241699
84,0.04991292953491211
85,0.050322771072387695
86,0.03953242301940918
87,0.05683135986328125
88,0.04672551155090332
89,0.05439186096191406
90,0.0454559326171875
91,0.05194520950317383
92,0.04855537414550781
93,0.04892897605895996
94,0.05125308036804199
95,0.04368758201599121
96,0.05305194854736328
97,0.04574251174926758
98,0.05386042594909668
99,0.049515724182128906
100,0.04922318458557129
