Request Number,Response Time
1,0.2752397060394287
2,0.07585954666137695
3,0.058046817779541016
4,0.060919761657714844
5,0.07038164138793945
6,0.06692767143249512
7,0.06544828414916992
8,0.06479382514953613
9,0.06336855888366699
10,0.06955909729003906
11,0.06139349937438965
12,0.06819319725036621
13,0.06185793876647949
14,0.06714320182800293
15,0.06506037712097168
16,0.05968022346496582
17,0.05318164825439453
18,0.06732368469238281
19,0.067138671875
20,0.0659937858581543
21,0.06634068489074707
22,0.06281614303588867
23,0.0625753402709961
24,0.06479215621948242
25,0.07053089141845703
26,0.06313943862915039
27,0.0651099681854248
28,0.061560869216918945
29,0.07079815864562988
30,0.06758809089660645
31,0.062059640884399414
32,0.06756877899169922
33,0.06537413597106934
34,0.06404352188110352
35,0.06494879722595215
36,0.06642317771911621
37,0.06561923027038574
38,0.06511807441711426
39,0.06603169441223145
40,0.05263710021972656
41,0.05954742431640625
42,0.0680699348449707
43,0.06435894966125488
44,0.06622672080993652
45,0.06399035453796387
46,0.06473922729492188
47,0.058138370513916016
48,0.05801868438720703
49,0.06613659858703613
50,0.06637215614318848
51,0.06704449653625488
52,0.05643510818481445
53,0.07107710838317871
54,0.06544613838195801
55,0.06484365463256836
56,0.06498527526855469
57,0.06932306289672852
58,0.06362318992614746
59,0.06348562240600586
60,0.06711649894714355
61,0.0655357837677002
62,0.06412434577941895
63,0.06508684158325195
64,0.0635063648223877
65,0.06845283508300781
66,0.0655980110168457
67,0.06549930572509766
68,0.06519007682800293
69,0.06667041778564453
70,0.05998420715332031
71,0.0686197280883789
72,0.06709647178649902
73,0.06456661224365234
74,0.06391072273254395
75,0.06308102607727051
76,0.06998038291931152
77,0.06447386741638184
78,0.06613278388977051
79,0.06415200233459473
80,0.06914019584655762
81,0.0632784366607666
82,0.06680798530578613
83,0.06689906120300293
84,0.060471296310424805
85,0.06930088996887207
86,0.06715941429138184
87,0.06199359893798828
88,0.06476807594299316
89,0.06401515007019043
90,0.06906747817993164
91,0.06559872627258301
92,0.06733489036560059
93,0.06320929527282715
94,0.06536984443664551
95,0.06599712371826172
96,0.06145787239074707
97,0.07011938095092773
98,0.06330204010009766
99,0.06454896926879883
100,0.06630635261535645
