Request Number,Response Time
1,0.0611729621887207
2,0.0665426254272461
3,0.0693662166595459
4,0.08292007446289062
5,0.05543637275695801
6,0.07294392585754395
7,0.06565523147583008
8,0.07029247283935547
9,0.0685265064239502
10,0.04758143424987793
11,0.07354283332824707
12,0.07169866561889648
13,0.051816701889038086
14,0.07959628105163574
15,0.08527255058288574
16,0.06817889213562012
17,0.06814074516296387
18,0.07148075103759766
19,0.05411648750305176
20,0.07545804977416992
21,0.05587410926818848
22,0.07047200202941895
23,0.06601309776306152
24,0.06159257888793945
25,0.06389641761779785
26,0.07133197784423828
27,0.055712223052978516
28,0.06819725036621094
29,0.04576730728149414
30,0.07495331764221191
31,0.05696582794189453
32,0.049764394760131836
33,0.08316278457641602
34,0.0725240707397461
35,0.05933260917663574
36,0.07558965682983398
37,0.08453798294067383
38,0.07642149925231934
39,0.08009457588195801
40,0.05861258506774902
41,0.06171894073486328
42,0.06678271293640137
43,0.0726933479309082
44,0.06501173973083496
45,0.0647885799407959
46,0.05831170082092285
47,0.07094907760620117
48,0.05926346778869629
49,0.07256412506103516
50,0.07709431648254395
51,0.0599062442779541
52,0.07544445991516113
53,0.06387948989868164
54,0.06572222709655762
55,0.06142687797546387
56,0.07272601127624512
57,0.05516481399536133
58,0.05371260643005371
59,0.06402873992919922
60,0.044194698333740234
61,0.0559391975402832
62,0.06576299667358398
63,0.03528618812561035
64,0.053082942962646484
65,0.05011606216430664
66,0.07671236991882324
67,0.07274675369262695
68,0.06944704055786133
69,0.08751916885375977
70,0.057955265045166016
71,0.06653189659118652
72,0.07059454917907715
73,0.06198835372924805
74,0.041974782943725586
75,0.07611608505249023
76,0.06635928153991699
77,0.05691838264465332
78,0.040642499923706055
79,0.10238122940063477
80,0.07308626174926758
81,0.0603029727935791
82,0.06958365440368652
83,0.05642986297607422
84,0.04931497573852539
85,0.050023794174194336
86,0.07749700546264648
87,0.07241034507751465
88,0.04059767723083496
89,0.0522308349609375
90,0.07270598411560059
91,0.05444145202636719
92,0.07345724105834961
93,0.06836700439453125
94,0.06742715835571289
95,0.056804656982421875
96,0.07203793525695801
97,0.057715415954589844
98,0.04946565628051758
99,0.04884624481201172
100,0.051009178161621094
