Request Number,Response Time
1,0.46552228927612305
2,0.45973658561706543
3,0.4327085018157959
4,0.4726254940032959
5,0.46429920196533203
6,0.46735453605651855
7,0.49710798263549805
8,0.46492838859558105
9,0.43845701217651367
10,0.45598840713500977
11,0.42966413497924805
12,0.45150017738342285
13,0.46590614318847656
14,0.45221948623657227
15,0.413254976272583
16,0.5401713848114014
17,0.5282917022705078
18,0.5025856494903564
19,0.4457736015319824
20,0.42926549911499023
21,0.6371471881866455
22,0.4769291877746582
23,0.4565584659576416
24,0.4844324588775635
25,0.5387954711914062
26,0.48961949348449707
27,0.7764146327972412
28,0.537877082824707
29,0.5581419467926025
30,0.46245741844177246
31,0.49492669105529785
32,0.4970130920410156
33,0.505265474319458
34,0.5204176902770996
35,0.5399875640869141
36,0.4749290943145752
37,0.4381122589111328
38,0.46763134002685547
39,0.48868560791015625
40,0.5354170799255371
41,0.4997375011444092
42,0.4738647937774658
43,0.46236276626586914
44,0.4513566493988037
45,0.42782115936279297
46,0.47960948944091797
47,0.4886622428894043
48,0.48840928077697754
49,0.47954368591308594
50,0.46480798721313477
51,0.46531105041503906
52,0.44516491889953613
53,0.4502604007720947
54,0.4412362575531006
55,0.4446101188659668
56,0.44965171813964844
57,0.5022754669189453
58,0.46802592277526855
59,0.4233369827270508
60,0.4390273094177246
61,0.45496678352355957
62,0.49786901473999023
63,0.4065706729888916
64,0.446014404296875
65,0.4375786781311035
66,0.4586663246154785
67,0.5236401557922363
68,0.4472332000732422
69,0.4656503200531006
70,0.43439531326293945
71,0.4267594814300537
72,0.43486499786376953
73,0.46155619621276855
74,0.47855138778686523
75,0.5375661849975586
76,0.5609924793243408
77,0.4501485824584961
78,0.5732333660125732
79,0.53641676902771
80,0.5002033710479736
81,0.44277191162109375
82,0.47034788131713867
83,0.45691728591918945
84,0.45743536949157715
85,0.4435689449310303
86,0.42997193336486816
87,0.4589228630065918
88,0.4339454174041748
89,0.43180203437805176
90,0.44814109802246094
91,0.432018518447876
92,0.4559040069580078
93,0.4685547351837158
94,0.47563672065734863
95,0.47489452362060547
96,0.4288978576660156
97,0.4419572353363037
98,0.5325939655303955
99,0.4301722049713135
100,0.42967748641967773
